id,copy_id,title,country,year,type,length,crew,text_de,text_en
206158,206160,John et Joan of Arc,,1955,Spielfilm,8,Roger Roger,"Kurzer Film über einen Engländer oder Amerikaner, der sich als Tourist in Orléans daürber wundert, d ...","A british or american tourist visits Orléans (France, Le Val De Loire, birthplace of Joan of Arc). H ..."
206235,206237,In einer Weberei,GW,1973,Dokumentar,13,,"Im ersten Teil des Films wird der schwer zu durchschauende Vorgang des Webens, der beinahe vollautom ...","Film about weaving mill, man and woman place in the weaving mill compagny, what they are doing, how  ..."
206241,326555,Hallig,GG,1966,Dokumentar,21,Wolf Hart,Der Film aus dem Jahr 1966 zeigt in Kurzform das Leben auf einer Hallig im Laufe eines Jahres. Die A ...,"The film from 1966 gives a short insight into life on a holm, on the North Sea coast of Germany . Th ..."
206248,246957,Flussoase am Nil,GW,1963,Dokumentar,10,Herbert Lander,Mit Hilfe von Luftaufnahmen und Grafiken verdeutlicht der Film den Weg des Nils. Der Nil ist von gro ...,"With the help of aerial photographs and graphics, the film illustrates the path of the Nile. The Nil ..."
206289,206291,Ein Schiff läuft aus,GW,1966,Dokumentar,14,,Ausgehend vom Passagierhafen mit seinen speziellen Einrichtungen werden am Beispiel der Columbuskaje ...,
206295,206297,Hung faan aau,HK/CN,1995,Trailer,1,Stanley Tong,Der Trailer zeigt die actionreichsten Szenen im (ultra-) Schnelldurchlauf. Chackie Chan in Höchstfor ...,Chackie Chan at his best - the very best fight scenes are shown in this trailer. Lots of scenes with ...
206493,328736,Die Situation in Deutschland 1945/46,GW,1975,Dokumentar,14,Rudolf Kipp,Der Film gibt einen Überblick über die Lage im besetzten Deutschland unmittelbar nach der Kapitulati ...,The film gives an overview of the situation in occupied Germany right after the capitulation until t ...
206550,226004,Kurzfilmtage 2009,SZ,2009,Trailer,1,Peter Bräker,"Ein junger Mann filmt gelangweilt die Familien-Geburtstagsparty im Garten, als plötzlich ein UFO lan ...","A bored young man is filming the family's birthday party in the garden, when suddenly a UFO is landi ..."
206620,206622,Flyte &amp; Jutta (4. Episode),DK,1973,Dokumentar,13,Jeff Williams,"Aufklärungsfilm über die lesbische Liebe. Eine verheiratete Frau erzählt ihrem Therapeuten, dass der ...","Education movie about lesbian love. A women, not satisfied with her conjugal sex live, falls in love ..."
206929,206931,"Amore primitivo, L'",IT,1964,Dokumentar,77,Luigi Scattini,Zusammenschnitt mit verschiedensten Episoden über exotischen Liebesriten und verschiedene Formen der ...,Compilation of various episodes about exotic love rituals and various forms of love.  Punishment of  ...
206993,206995,"Bugs Bunny ""All This And Rabbit Stew""",US,1941,Trickfilm,7,Carl W. Stalling,"Mal für mal wird der afroamerikanische Jäger der auf Hasenjagd ist von Bugs Bunny ausgetrickst, was  ...","The cartoon opens with a slow-witted black hunter saying ""I'm gonna get me a rhaaa-bittt!"" He sees r ..."
207074,207076,"Betty Boop ""Minnie The Moocher""",US,1932,Trickfilm,7,Cab Calloway,Betty Boob hat das ewige Nörgeln ihrer Eltern satt und läuft von zu Hause weg. Zusammen mit ihrem Fr ...,The film opens with live-action footage of Cab Calloway's Orchestra. Cab is strutting his famous dan ...
207091,207093,S1033 I Cried For You,US,,Scopitone,3,Sonny King,"Älterer Herr mit geschniegelten Haaren singt und träumt von Frauen, vorallem von BHs und Slips... Im ...","Older man is singing and dreaming of women, especially of bras and slips..."
207127,370109,Der Filmschnitt,GW,1958,Dokumentar,19,Ernst Niederreither,An einfachen Beispielen werden die Prinzipien des Filmschnittes sowie die wichtigsten Regeln für die ...,The film explains both the principals as well as the most important rules of film editing using vari ...
207300,207302,Anna und Bella,NE,1984,Trickfilm,8,Borge Ring,Zwei Schwestern trinken gemeinsam Wein und schauen sich Fotos aus ihrer Kindheit und Jugend an. Sie  ...,Two sisters look back on their life together.
207370,207372,S1072 Baby Face,US,1966,Scopitone,2,Bobby Vee (Robert Velline),"Adretter junger Mann singt, tanzt und blödelt mit Bikini-Frauen am Sandstrand herum.","Young man is singing, dancing and fussing with bikini girls at the beach."
207388,207390,"[Wochenschauzusammenschnitt ""Tanz""]",GW,1968,Wochenschau,7,,"1. Teil: Das Masovsche Ballet tanzt in Berlin; ""Polens heissblütigste Gesandte für kulturelle Völker ...",Compilation of different news about ballet and other dances.
207404,207406,A38 Black Boy,FR,1960,Scopitone,2,John William,Ein paar aufgehängte Kuhschädel und ein Holzzaun im Studiodekor. Ein schwarzer Mann in Farmerkleidun ...,A couple of cow skulls and a wooden fence in a studio decor. A black man in farmer clothes leans aga ...
207410,207412,[Ipanema Girl],,,Scopitone,3,,"Cabarettänzerinnen bewegen sich ekstatisch zu den wilden Trommelklängen zur Melodie von ""Ipanema Gir","Cabaret dancers move ecstatically to wild drum sounds to the melody of ""Ipanema Girl."""
207494,207496,Puppen für die Grossen,GW,1960,Dokumentar,11,Karl von Feilitzsch,Der Film zeigt die Herstellung von Schaufensterpuppen. Zuest werden Glasfasern mit Kunstharz verkleb ...,Documentary about the fabrication of display dummies.
207609,207611,"Popeye ""The Island Fling""",US,1946,Trickfilm,5,Winston Sharples,Popeye und Olive Oil landen in der Südsee auf der Insel von Robinson Crusoe und Freitag. Robinson se ...,Robinson Crusoe (Bluto) and his black man Friday- who sounds a lot like Buzzy the Crow- welcome the  ...
207746,207748,Tauwetter,SZ,1987,Experimentalfilm,8,Florian Eidenbenz,"Zur Zeit der Schneeschmelze, da die Hügel im Appenzell mit einem Muster grüner und weisser Flecken ü ...","Experimental film in which buckets, tied to the bales of a ski lift, are traveling up and down the h ..."
207763,207765,S1063 Little Miss Go-Go,US,,Scopitone,2,Gary Lewis and the Playboys,"Bikinigirls tanzen vor einer Jacht im Hafen, daneben spielen adrett gekleidete Jungs mit Gitarre und ...","Bikini girls dancing in front of a yacht in the harbor, next to them play smartly dressed guys with  ..."
207785,207787,S1045 Where Do You Go to Go Away,US,1964,Scopitone,2,Gale Garnett,"Eine Frau liegt zuerst im Himmelbett, dann auf einem goldenem Thron, auf einem Elefanten im indische ...","A woman lies in a four-poster bed, then on a golden throne, atop an elephant in an indian decor, in  ..."
207794,207796,S1065 St. Louis Blues,US,1966,Scopitone,2,Lou Rawls,"Schwarzer Sänger im Anzug in einem Nachtclubkeller, Frauen tanzen lasziv, Karnevalsmasken hängen an ","Black singer in a suit in a nightclub, lascivious dancing women, carnival masks hanging on the wall."
207834,345038,Mon Oncle,FR,1958,Trailer,4,Jacques Tati,"Monsieur Hulot bringt das Leben der Familie seiner Schwester, die sich ganz den modernen Errungensch ...",Monsieur Hulot's brother-in-law is the manager of a factory where plastics are manufactured. His nep ...
207897,207899,"Betty Boop ""Snow White""",US,1933,Trickfilm,7,Cab Calloway,Die etwas abgedrehte Variante von Schneewittchen. Cab Calloways Musik nimmt einen grossen Platz ein. ...,"The evil, long-nosed queen asks the magic mirror in her hand who's the fairest in the land, and the  ..."
207958,207960,"Felix The Cat ""Neptune Nonsense""",US,1936,Trickfilm,7,Winston Sharples,"Felix füttert seine Haustiere. Als er merkt, dass der Goldfisch Annabella traurig und einsam ist, be ...","Felix is feeding his various pets: a bird, two dogs, and a goldfish. But Annabelle the goldfish is u ..."
208087,325513,Lebenserinnerungen von Arbeitern aus der Zeit der Industrialisierung,GW,1986,Dokumentar,21,,Anhand von autobiografischen Zeugnissen und zeitgenössischen Film- und Bilddokumenten wird in diesem ...,This film tries to recreate the everyday life of the working class through autobiographical textes.
208328,208330,"Superman ""Volcano""",US,1942,Trickfilm,7,Dave Fleischer,"Lois Lane versteckt den Presseausweis von Clark Kent, damit sie die Geschichte über den brodelnden V ...",A deadly eruption is predicted on the inhabited island of Monokoa. Daily Planet reporters Clark and  ...
208355,208357,"Popeye ""For Better or Nurse""",US,1945,Trickfilm,7,Izzy Sparber,Popeye und Bluto die beiden Matrosen sehen die hübsche Krankenschwester Olive und rudern ihr nach bi ...,"The boys see lovely nurse Olive pass by and follow her to her hospital. She throws them out, so they ..."
208384,208386,Die zweite Haut,GW,1966,Dokumentar,11,Hans-Jürgen Priebe,Ein Dokumentarfilm über den Entstehungsprozess tierischer Pelze.  Von der Steinzeit bis zum 20. Jahr ...,Processing and use of furs.
208398,208400,Steinkohlenbergwerk,GW,1980,Trickfilm,13,Fritz Brunsch,Der in Modell- und Zeichentrick ausgeführte Film geht von einer Industrielandschaftskulisse aus in e ...,"Film about coal mining in Germany (Ruhrgebiet), about the work in the mine (not social, but scientif ..."
208418,324712,Die Burg als Wohnbau,GW,,Dokumentar,17,,"Im Wechsel mit Realaufnahmen, zeitgenössischen Dokumenten und modernen Zeichnungen vermittelt der Fi ...",This reportage shows the habits of life from people during the Middle Ages. Movie in movie.
208480,344147,Laser,US,1983,Dokumentar,14,Charles T Walker,Mit Hilfe von Zeichentrickteilen beschreibt der Film die physikalische Funktion des Lasers und seine ...,A film about laser technology. Uses animation to explain the most important characteristics and func ...
208496,328892,Die Burg als Wehrbau,GW,,Dokumentar,14,,"Nach dem Einstieg mit Realaufnahmen, die adlige Damen und kämpfende Ritter auf dem Turnierplatz zeig ...",First an introduction in real life shots with a noble lady and fighting knights on the tilt yard. Af ...
208636,208638,Wiesensommer,GW,1956,Dokumentar,17,Heinz Sielmann,"Der Film zeigt, wie Tiere in einer Sommerwiese leben und wie sie sich ihrer Umwelt anpassen. Beschri ...","A day on a meadow, showing the different plants and insects."
208725,208727,Der Mensch entdeckt das Metall,GW,1988,Dokumentar,14,,"Als der Mensch begann, Kupfer abzubauen und Bronze zu giessen, wirkte sich diese Entwicklung wesentl ...","As men started mining copper and casting bronze, this development influenced essentially the structu ..."
208808,236029,Auf einer Estanzia in Argentinien,GW,1965,Dokumentar,17,,Der Film gibt zu Beginn einen Überblick über die Millionenstadt Buenos Aires und die Arbeiten im Haf ...,The film gives an initial overview of the metropolis of Buenos Aires and the work in the port. The m ...
208828,389961,Abbau und Förderung von Steinkohle,GW,1973,Dokumentar,12,Julius Hagemeyer,"Der Film aus dem Jahre 1973 veranschaulicht Wirkungsweise und Einsatz der Maschinen, die zum Abbau u ...",This film from 1973 illustrates the work and use of machines involved for the extraction of hard coa
208892,228772,Der Erste Weltkrieg: Der Weg in den Krieg,GW,1968,Dokumentar,11,,Der Film stellt mit Hilfe von internationalem Dokumentarmaterial und zeitgenössischen Aussagen die S ...,The film shows with the help of international documentary material and contemporary statements the m ...
208949,208951,"Mickey Mouse ""The Mail Pilot""",US,1933,Trickfilm,8,Walt Disney,"Mickey bringt die Luftpost ob es regnet, blitzt oder schneit. Sogar als Kater Karlo (Pegleg Pete) ve ...","Through rain, sleet, snow and even the mail bandits, Mickey's mail will go through. Mickey decides t ..."
208989,235156,Der Erste Weltkrieg: Die Hölle von Verdun,GW,1968,Dokumentar,10,Heidrun Baumann,Der Film gibt mit Hilfe von Dokumentarmaterial und Augenzeugenberichten einen Eindruck von der Situa ...,"The film gives, with the help of documentary materials and statements of eye witnesses, an impressio ..."
209006,209008,Vom Erz zum Stahl,GW,1977,Dokumentar,23,Karl Koch,Der Film über die Roheisen- und Stahlerzeugung beginnt mit dem Abbau von Erz. Aus dem Erz wird im Ho ...,An educational film about the production of steel.
209082,341791,Japan - An Interdependent Nation,US/JA,1980,Dokumentar,24,Sam Bryan,"Bei dem Film ""Japan"" handelt es sich um eine Zusammenfassung der japanischen Verhältnisse im Jahr 19 ...",
209190,378269,Die Weimarer Republik 1925-1930,GW,1963,Dokumentar,14,Dr. Gerhard Zwoch,Der Film zeigt einen 13-minütigen Überblick über die Zwischenkriegsjahre 1925-1930 in der Weimarer R ...,The film shows a 13-minute overview of the interwar years 1925-1930 in the Weimar Republic:  -The el ...
209266,209268,"Kreuzspinne, die",GW,1960,Dokumentar,16,Eugen Schuhmacher,Der kurze Dokumentarfilm beginnt mit dem Netzbau der Kreuzspinne; sehr gut zu sehen sind die Tätigke ...,The film shows in detail the network construction of a garden spider.
209278,209280,Auf der Kippe,CN,1973,Trickfilm,10,Don Arioli,"Der gesellschaftsanalytische Zeichentrickfilm ""Auf der Kippe"" versucht, die in der Gesellschaft vorh ...","The socially analytical cartoon ""On the brink"" tries to visualize the tenor towards the world food p ..."
209308,218115,Balken - Herstellung früher und jetzt,GW,1979,Dokumentar,13,Julius Hagemeyer,Im Fachwerk eines alten Bauernhauses müssen einige morsche Balken ausgewechselt werden. Die erste Hä ...,"In the timber frame of an old farmhouse, some rotten beams have to be replaced. The first half of th ..."
209373,328713,Einheimische Fledermäuse,GW,1976,Dokumentar,14,Freimut Kalden,Der Film zeigt zuerst Fledermäuse im Flug und stellt dann einige einheimische Arten vor. Fledermäuse ...,The film starts with pictures of flying bats and presents some of the native species. Bats are the o ...
209397,209399,In einem norwegischen Fjord,NO,1964,Dokumentar,13,Erik Löchen,"Erik, ein junger Norweger, führt den Zuschauer durch den Film und zeigt ihm einen Ausschnitt aus sei ...","Erik, a young Norwegian presents a part of his everyday life as it is typical for Central Norway, an ..."
209666,328701,Schwangerschaft und Geburt,GW,1966,Dokumentar,12,Fritz Brunsch,"Im Zeichentrick werden gezeigt: Organe des weiblichen Beckens, Eireifung, Befruchtung und Nidation.  ...",This educational film uses animation to teach about pregnancy and giving birth.
209726,209728,Schwarzfahrer,GW,1992,Spielfilm,12,Senta Moira,Eine beinahe alltägliche Szene in einer Grossstadt: Ein schwarzer Mann sitzt im Tram neben einer ält ...,"An old tram, a pensioner, housewives, a couple of youths, a few giggling girls and various other pas ..."
209842,399880,Der Igel,GW,1971,Dokumentar,21,Helmut Barth,In der Nähe eines Bauernhofes läuft ein Igel im Pflanzendickicht herum. Die Kamera folgt ihm Fressen ...,"Near a farm, a hedgehog runs around in the thickets of plants. The camera follows her eating and mat ..."
209940,209942,Schiesstechnischer Film für Ziel-Kinoanlagen (Pistole),GW,,Dokumentar,12,Hans Fries,Verschiedene realitätsnahe Szenen dienen der Schiessübung von Polizisten:  1) Bekämpfung eines Verbr ...,Instruction and exercice film for gun use of policemen. Different realistic daily poursuit scenes.
209946,209948,"Mickey Mouse ""Mickey Plays Papa""",US,1934,Trickfilm,8,Bob Wickersham,In einer stürmischen Nacht wird Mickey und Pluto in einem Korb ein Findelkind vor die Türe gelegt. N ...,"Elmer, a tiny mouse, is left on Mickey's doorstep late one night. First  they are afraid, Mickey and ..."
209960,209962,Sportgeist im Alltag,SZ,,Dokumentar,18,August Kern,Untertitel: Beobachtungen an und für Mitmenschen  Teamwork und Sportgeist werden anhand verschiedene ...,"Fairplay and team spirit is shown in different daily scenes, starting with the ""bad"" examples."
210089,210091,Operation Schweiz,SZ,1960,Dokumentar,10,Hans Mehringer,"Inszenierte Szenen einer Besprechung der ""Operation Schweiz"" im Hauptquartier der Nazis, dieser Plan ...","Fictional scenes of a meeting of ""Operation Switzerland"" in the Nazi headquarters, this plan is reje ..."
210106,210108,[Quo vadis Messalina],,,Spielfilm,3,,"Die Musiknummer ""Quo vadis Messalina"" von Hilde Seipp aus einem unbekannten Spielfilm.","The music clip ""Quo vadis Messalina"" of Hilde Seipp from an unknown movie."
210329,210331,To Be or Not to Be,US,1942,Spielfilm,99,Ernst Lubitsch,"In dieser grandios kalkulierten Film-Groteske ist Lubitsch das scheinbar Unmögliche gelungen, Ernst  ...","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's effor ..."
210512,210514,[The World Parade - America's Wonderlands],US,1947,Dokumentar,46,,"""America's Wonderland"" setzt sich auf vielen kleinen Filmen zusammen, die mit Zwischentiteln angekün ...",modern modes of travel enable all to see the grandeur and beauty of America's wonderlands. -Rocky Mo ...
210544,210546,Land am Sankt Gotthard,SZ,,Dokumentar,20,Richard Brewing,Mehrheitlich Landschaftsaufnahmen von Luzern bis Lugano mit Musik untermalt. Dazwischen werden Beitr ...,Mostly pictures of the landscape around Gotthard supported with music and short insertions on histor ...
210552,210554,Symphonie mécanique,FR,1955,Experimentalfilm,13,Paul Fabian,"Nahaufnahmen von verschiedenen Industriemaschinen (Zeitungsdruck, Verpackung, Spinnerei, Abfüllen) i ...",Close-up on different industrial machines in the rhythm of the music.
210568,210570,Facteur de campagne américain,US,,Dokumentar,9,,Der Postbeamte holt mit dem Schubkarren die gesamte Post aus dem Zug. In seiner Post sortiert er die ...,Portrait of a rural postofficer in the US state of New Jersey.
210610,210612,"Malles, les",FR/SG,1989,Dokumentar,13,Samba Félix Ndiaye,"Gleich nach der Brücke von Colobane in Waxi Naan, Senegal, sammeln Carlos und seine Leute alte Metal ...","Near the Colobane bridge in Waxi Naan, Senegal, Carlo and his crew recuperate old metal barrels form ..."
210653,210655,Zeppelinflug über der Schweiz,SZ,1929,Amateur,38,,Teil 1: Leute mit Leinen. Start. Aus dem Zeppelin gefilmt. Landschaften. Wolken. Nebelmeer. Im Hinte ...,
210727,210729,[Fall in Love],,,Spielfilm,7,,Spielfilmausschnitt: Mann und Frau diskutieren auf einer Bühne über die Gefühle bei einem grossen Au ...,
210759,210761,"beaux dimanches de printemps, les",,1934,Musikclip,3,Gabaroche,"Ein Paar spaziert durch die Gegend, tanzt, liegt im Gras und rennt durch den Wald... Doch die schöne ...","A couple in love is running around, lying in the grass and dancing."
210772,210774,Jeune fille au jardin,FR,1936,Musikclip,4,Boris Kaufman,"Eine ""Cinéphonie"" von Émile Vuillermoz:  Frau im schwarzglitzernden Abendkleid spielt am Flügel, Tän ...","A "" Cinéphonie"" of Émile Vuillermoz:  Woman in a black-glittering evening gown plays at the piano, f ..."
210789,210791,A65 Cid Rock,FR,1961,Scopitone,2,Henri Salvador,Henri Salvador singt und tanzt als mittelalterlicher König verkleidet eine kurze Bluesnummer.,Henri Salvador sings and dances dressed as a medieval king a short blue number.
210808,210810,A100 Dany,FR,1962,Scopitone,3,Les Pirates,"""Dany c`est mon nom"" singt der Sänger in einer schnulzig langsamen Rocknummer, während die Band mit  ...","""Dany is my name"" sings the man in this slow rock. The band is whipping their feet."
210817,210819,A332 L`homme à la moto,FR,1967,Scopitone,2,Nicoletta,"Eine Frau singt zwischen drei harten Motorradmännern. Einer kommt unter den Zug, da warens nur noch ","A woman sings besides three motorcycle riders. One has an accident, there are only two left."
210827,210829,A216 Laisse tomber le filles,FR,1964,Scopitone,2,France Gall,Ein Mädchen mahnt in Schule und auf der Strasse einen Jungen sich nicht allzusehr auf die Mädchen ei ...,A girl warns in school and on the street the boys not to get too much involved with the girls. Becau ...
210882,210884,"jour de vacances, un",FR,1948,Dokumentar,26,Louis Lombart,"Die Kinder der Angehörigen der Nahrungsmittel-Kooperative ""coop"" (von Niort, Charentes und Poitou) k ...","Children of the membres of the cooperative ""coop"" join for a trip by bus, visiting different towns a ..."
210900,210902,Gai dimanche!,FR,1935,Spielfilm,20,Jacques Tati,Zwei Clochards werden am Sonntagmorgen aus der Metrostation weggejagt und machen sich im Park frisch ...,"Tati and the clown Rhum buy a used bus, pick up sight-seers and tour the countryside."
210919,210921,"Chanson de l'eau, la",FR,1952,Dokumentar,17,Leandre Vaillat,"Alles Leben hängt vom Wasser ab, der Mensch baut Häuser in Wassernähe und nutzt das kostbare Gut. Vi ...",Water is the source of all life and various examples of using it are shown.
210947,210949,Little Rural Riding Hood,US,1949,Trickfilm,6,Scott Bradley,"Ein ""Stadt gegen Land"" Cartoon. Hintergrund ist das ""Rotkäppchen"". Der gebildete Stadtwolf lädt sein ...","It's ""Little Red Riding Hood"" done to the beat of ""The City Mouse and the Country Mouse."" Little Rur ..."
211226,210413,Ostrov,RU,1973,Trickfilm,10,Shandor Kallosh,"Der Film übt Kritik an der kapitalistischen Gesellschaft, welche sich gegenüber den Mitmenschen oft  ...",Film exposes customs of a capitalist society with its cruelty and indifference to people.
211366,211368,Grand Uproar,US,1933,Trickfilm,6,Paul Terry,"Der grosse Abend in der Tier-Oper. Allerlei Tiere kommen als ZuschauerInnen und auch das Orchester,  ...",It's a big night in Animal-Land: the opening performance of Der Meistersinger at the Opera House! Al ...
211409,211411,The Fox And The Duck,US,1945,Trickfilm,6,Mannie Davis,"Die Ente hält Hühner. Dank ihrer zwar strengen, aber sehr fortschrittlichen Haltung, legen die Hühne ...","A duck goes into the business of selling eggs, and has many prize egg-laying hens working for him. A ..."
211508,211510,"Andy Panda ""The Poet And Peasant""",US,1946,Trickfilm,7,Paul Smith,Andy der Panda dirigiert ein Tierorchester auf dem Bauernhof. Bei diesem Konzert läuft so ziemlich a ...,Andy Panda is conducting the Barnyard Symphony Orchestra in a Sunday afternoon concert. It's one of  ...
211588,211590,Ilha das Flores,BL,1989,Experimentalfilm,13,Jorge Furtado,Der Einstieg des Films lässt nichts von seinen Schlussfolgerungen erahnen. Auf witzige und teils sar ...,"The ironic, heartbreaking and acid ""saga"" of a spoiled tomato: from the plantation of a ""Nisei"" (Bra ..."
211605,211607,Zum Beispiel Maracaibo,GW,,Dokumentar,10,Karl Schedereit,"Bericht über die Stadt Maracaibo in Venezuela, die vor allem von den Einkünften aus dem Erdölverkauf ...","Report on the city of Maracaibo in Venezuela, where the main income is from the sale of petroleum.  ..."
211617,211619,Sri Lanka - der Garten Buddhas,GW,1959,Dokumentar,11,Hanns Müller Trenck,"Vielschichtiges und kritisches Portrait von Ceylon (Sri Lanka) kurz nach der Unabhängigkeit. Alltag, ...","Sensitive and critical portrait of Ceylon (Sri Lanka) shortly after the independence. Daily life, wo ..."
211961,211963,Farbige Schatten,GW,1957,Dokumentar,10,Herbert Seggelke,Gezeigt werden Schattenspiele aus der chinesischen Provinz Sechuan. Die verschiedenen Charaktere wer ...,Shadow play from Szetschuan. The different characters are introduced.
212090,212092,Tin Pan Alley Cats,US,1943,Trickfilm,7,Robert Clampett,"Eine ""Fats Waller"" Katze besucht den Kit Kat Club und lässt sich von Wein, Frauen und Gesang beglück ...","A ""Fats Waller"" cat visits the Kit Kat Club to be tempted by wine, women and song, rather than liste ..."
212206,281697,Status Symbol,SZ,1970,Experimentalfilm,3,Sebastian Schroeder,"""Autowäsche. Ein Käfer wird gewaschen und erscheint zwischen den Rollen  zu einem Kleidermann-Versch ...",Experimental film about cars.
212262,212264,"épouse infernale, l'",FR,1963,Spielfilm,20,Alain Goraguer,Ein sehr amüsanter Film über Dominanz im ehelichen Leben. Bei einem anfänglich glücklich verheiratet ...,A comedy about matrimony at a farm. The wife is the boss and her husband and the four male workers h ...
212387,212389,Cinema,SZ,1973,Dokumentar,3,Sebastian C. Schroeder,"""Cinema"" ist ein Kurzfilm über ein Strassenkino in Kabul Anfang der 1970er Jahre. Es wird ein junger ...","""Cinema"" is a shortfilm about a mobile cinema in the streets of Kabul in the early seventies. The fi ..."
212411,212413,"Flip The Frog ""The Cuckoo Murder Case""",US,1930,Trickfilm,8,Ub Iwerks,"Der Kuckuck aus der Uhr wird erschossen, worauf die Uhr den Detektiv Flip the Frog anruft und diesen ...","A cuckoo bird, who lives in an old clock in a creepy old haunted mansion, is shot dead by an unknown ..."
212436,281580,Collage Nr. 1,SZ,1970,Experimentalfilm,7,Sebastian C. Schroeder,"ZT: De Bono: / whoever offers packaged / information, has the right, / perhaps even the dutry, to /  ...","ZT: De Bono: / whoever offers packaged / information, has the right, / perhaps even the dutry, to /  ..."
212475,212477,"Bucheggplatz zum Beispiel, Der",SZ,1973,Dokumentar,12,Sebastian C. Schroeder,"Der Film zeigt am Beispiel des ""armen, geisteskranken Bucheggplatzes"" (Gemeinderat Dr.med. Hans Rott ...",Critical report on the new construction of a city crossing in Zurich and the role of politics and th ...
212509,323368,Arise like a fire,SZ,1972,Experimentalfilm,13,Hans-Jakob Siber,(Inhaltsangabe übernommen von SEF)  Alle Bilder dieses abstrakten Trickfilms sind mit Farbe direkt a ...,
212548,212550,Fantasies cyclistes,,,Dokumentar,7,,Verschiedene chinesische Zirkusnummern auf Ein- und Zweirad,Various circus scenes with chinese unicycles and bicycles.
212559,212561,Nouvelles illustrées Nr.52,US,1954,Wochenschau,9,,1) alte Feuerwehrwagen werden in Neu England an einer Parade vorgeführt und bei einem Wettkampf wird ...,"1) parade of old fire engines in New England, followed by a competition.  2) special sand pipeline s ..."
212571,212573,S1071 It's a Most Unusual Day,US,1966,Scopitone,3,Vic Dana,"Sänger vergnügt sich in tropischem Garten mit vier sehr farbig gekleideten Tänzerinnen, die später i ...",A singer has fun in a tropical garden with four very colorful dressed dancers who later on dance in  ...
212583,212585,S1068 Land of 1000 Dances,US,1966,Scopitone,3,Nino Tempo,"Tänzerinnen im pseudo-asiatischen Look im Studiodekor, Sänger und Sängerin singen in Droschke, ansch ...",Dancers dressed in the pseudo-Asian style and similar decor in the studio. Singer and vocalist sing  ...
212700,212702,Fait comme un rat,FR,1958,Dokumentar,10,Gir Francois,"Der Film gibt einen Einblick in das Putz-, Fress-, und Wanderverhalten von Ratten und weist auf hygi ...","The film gives an insight into the cleaning, feeding, and migratory behavior of rats and draws atten ..."
212735,212737,"Mickey Mouse ""The Klondike Kid""",US,1932,Trickfilm,7,Wilfred Jackson,Mickey unterhält die Gäste eines Saloons als Pianist und pflegt die arme und obdachlose Minnie. Pete ...,An homage to the classic leaning cabin sequence from Charlie Chaplin's The Gold Rush. Mickey enterta ...
212745,212747,Füür im Huus!,SZ,1939,Dokumentar,80,Ady Lumpert,"Ein Familienvater zeigt seinen Kindern, was ein rechter Handwerker ist und wechselt eine durchgebran ...","Various examples of careless handling of smoking products, matches and hot ashes, scathing comments  ..."
212773,389587,Eh es zu spät ist,SZ,1974,Dokumentar,17,Jean-luc Nicollier,Zu Beginn einige Bilder ohne Kommentar. Später kommentierte Beispiele von bedrohter und zerstörter N,There are pictures without comment at the beginning. Later there are commentet examples to save the  ...
212818,191159,Roheisenerzeugung,GW,1961,Dokumentar,14,H.J.Pauli,Im Hochofen wird aus Eisenerz mit Hilfe von Koks und Kalkstein das Roheisen gewonnen. Der Hochofen i ...,
212957,332073,Schweiz II,SZ,1953,Amateur,41,Werner Schetelig,"Der Film ""Schweiz II"" enthält Amateuraufnahmen in Farbe und ist in folgende 6 Kapitel unterteilt:  1 ...",
213011,213009,Abstrakter Trickfilm,SZ,1968,Experimentalfilm,11,Hans-Jakob Siber,"Der Film wurde mechanisch bearbeitet: bemalt, verkratzt und wohl noch mit säurehaltigen Flüssigkeit  ...","A special way to make a cartoon: Hans-Jakob Siber colored, scratched and etched the film material it ..."
213014,213016,Mosaik,SZ,1968,Experimentalfilm,6,Georges Dufaux,Kinosaal. Vorhang geht auf.  Titeltafel 1: Sport Militair Aero Auto Explosion Titelfafel 2: Mosaik  ...,Experimental film with a lot of fragments of explosions and other disasters.
213110,213112,Catching Trouble,US,1936,Dokumentar,10,Grantland Rice,"The Grantland Rice Sportlight  Ross Allen, der Leiter des Florida Reptile Institute, begibt sich zur ...","The Grantland Rice Sportlight  Ross Allen, the director of the Florida Reptile Institute, goes hunti ..."
213161,213163,Urwaldzwerge in Zentralafrika,G,1938,Dokumentar,10,Paul Lieberenz,"Im Urwaldlager von Ituri-Pygmäen: Nahrungszubereitung, Rindenbaststoffherstellung, Jagdvorbereitunge ...","In the jungle camp of the Ituri-Pygmies: food preparation, making bark cloth, preperation of a hunt, ..."
213177,213179,Ballon volé,FR,1960,Spielfilm,11,Pierre Benoist,"Junge Männer vergnügen sich in einer Mittagspause mit einem Fussball, der plötzlich abhanden kommt.  ...","Schoolboys decide to play football in the lunchbreak, the ball escapes and a series of adventures fo ..."
213245,363042,Conte d'été,FR,1996,Trailer,2,Eric Rohmer,Der Trailer zeigt vorallem Szenen am Strand. Die Hauptdarsteller werden mit Zwischentiteln vorgestel ...,The trailer shows mostly the main actor with women on the beach. It introduces him by showing some p ...
213301,213303,Bewässerungskultur in der Huerta von Valencia,GW,1980,Dokumentar,15,Herbert Apelt,Der Film zeigt die wichtigsten Wassergewinnungs- und Bewässerungsmethoden und die drei wesentlichen  ...,The film shows the main water collection and irrigation methods and the three major agricultural eco ...
